text,personality,thinking,abilities,experience,no_signal,label_combo,source
"Question: What should we know about the way you work? Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. At the same time, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: What kind of person are you at work? Answer: I am calm, supportive, and easy to work with, even during stressful production releases.",1,0,0,0,0,personality,personality_vs_experience
"Question: What kind of systems and environments have you worked in? Answer: I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",0,0,0,1,0,experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. More specifically, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",0,1,0,1,0,thinking+experience,synthetic_combo
Question: How do you think through a difficult problem? Answer: I break complex questions into smaller parts and build the answer in a transparent sequence.,0,1,0,0,0,thinking,synthetic_combo
"Question: How do you think through a difficult problem? Answer: I prefer arguments that are precise, logically valid, and supported by evidence. Not every part of the work was equally difficult.",0,1,0,0,0,thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation. More specifically, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. Also, The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements. I do not remember every detail, but the main pattern was clear.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I usually go deeper than the first answer and ask what could break and what assumptions are hidden. Also, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I am dependable, detail-oriented, and usually create order when things are messy. Also, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",1,0,0,1,0,personality+experience,synthetic_combo
That depends on the situation.,0,0,0,0,1,none,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. In addition, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. In addition, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify. Also, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,1,1,0,0,thinking+abilities,synthetic_combo
Question: Describe something concrete you implemented. Answer: I translated a vague need into concrete execution steps and delivered a working solution.,0,0,1,0,0,abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. Also, I handled a production issue in a system with several services and dependencies that affected real users and business operations.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: What does your reasoning process look like? Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options.",0,1,0,0,0,thinking,synthetic_combo
"Question: What have you done in practice? Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I like predictable processes and proven methods more than risky experiments. More specifically, I like to structure my thinking in steps so the logic is explicit and easy to verify. Also, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. On top of that, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I like predictable processes and proven methods more than risky experiments. In practice, I usually go deeper than the first answer and ask what could break and what assumptions are hidden. More specifically, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. On top of that, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: What kind of person are you at work? Answer: I feel energized by working with people, leading conversations, and building connections across teams.",1,0,0,0,0,personality,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I prefer arguments that are precise, logically valid, and supported by evidence. In practice, I wrote the core API integration, tested edge cases, and supported the first release into production.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I like predictable processes and proven methods more than risky experiments. Also, I break complex questions into smaller parts and build the answer in a transparent sequence. More specifically, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
Question: What have you done in practice? Answer: I automated a manual reconciliation process and cut repetitive work for the operations team.,0,0,1,0,0,abilities,synthetic_combo
"Question: What kind of person are you at work? Answer: I am calm, supportive, and easy to work with, even during stressful production releases.",1,0,0,0,0,personality,personality_vs_experience
Question: How do you think through a difficult problem? Answer: I try to make my conclusions traceable so someone else can follow the logic.,0,1,0,0,0,thinking,synthetic_combo
"Question: How do you think through a difficult problem? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify. I do not remember every detail, but the main pattern was clear.",0,1,0,0,0,thinking,synthetic_combo
Question: Describe something concrete you implemented. Answer: I automated a manual reconciliation process and cut repetitive work for the operations team.,0,0,1,0,0,abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I automated a manual reconciliation process and cut repetitive work for the operations team. On top of that, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up. I do not remember every detail, but the main pattern was clear.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. On top of that, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week. In addition, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
Question: What kind of systems and environments have you worked in? Answer: I handled a production issue in a system with several services and dependencies that affected real users and business operations. Not every part of the work was equally difficult.,0,0,0,1,0,experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. At the same time, I try to make my conclusions traceable so someone else can follow the logic. In addition, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I feel energized by working with people, leading conversations, and building connections across teams. At the same time, I prefer arguments that are precise, logically valid, and supported by evidence. On top of that, I wrote the core API integration, tested edge cases, and supported the first release into production.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: What have you done in practice? Answer: I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently. I do not remember every detail, but the main pattern was clear.",0,0,1,0,0,abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward. On top of that, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints. Some parts were unclear at first, but I worked through them systematically.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. In practice, I break complex questions into smaller parts and build the answer in a transparent sequence.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation.",1,0,0,0,0,personality,synthetic_combo
"Question: How would you describe your general working style? Answer: I feel energized by working with people, leading conversations, and building connections across teams.",1,0,0,0,0,personality,synthetic_combo
"Question: How would you describe your professional profile? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. On top of that, I prefer arguments that are precise, logically valid, and supported by evidence.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Tell me about your professional experience. Answer: The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",0,0,0,1,0,experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. In addition, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. More specifically, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself.",1,0,1,0,0,personality+abilities,synthetic_combo
"Yes, I think so.",0,0,0,0,1,none,synthetic_combo
"Question: How would you describe your professional profile? Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. At the same time, First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. At the same time, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
Question: How do you usually behave in team settings? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily.,1,0,0,0,0,personality,synthetic_combo
"Question: How do you think through a difficult problem? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one.",0,1,0,0,0,thinking,synthetic_combo
"Question: How would you describe your general working style? Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation.",1,0,0,0,0,personality,synthetic_combo
"Question: How do you think through a difficult problem? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples.",0,1,0,0,0,thinking,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. Also, I break complex questions into smaller parts and build the answer in a transparent sequence. In practice, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. More specifically, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: How would you describe your general working style? Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations.",1,0,0,0,0,personality,synthetic_combo
I do not have much to add.,0,0,0,0,1,none,synthetic_combo
"Question: What should we know about the way you work? Answer: I am dependable, detail-oriented, and usually create order when things are messy. Also, I wrote the core API integration, tested edge cases, and supported the first release into production.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I like predictable processes and proven methods more than risky experiments. Also, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: Tell me about your professional experience. Answer: My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,0,0,1,0,experience,synthetic_combo
Question: Describe the scale and responsibility of your previous work. Answer: I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders. Not every part of the work was equally difficult.,0,0,0,1,0,experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify. At the same time, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. On top of that, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. At the same time, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I feel energized by working with people, leading conversations, and building connections across teams. At the same time, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward.",1,0,1,0,0,personality+abilities,synthetic_combo
Question: Tell me what you actually built or executed. Answer: I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.,0,0,1,0,0,abilities,synthetic_combo
I do not have much to add.,0,0,0,0,1,none,synthetic_combo
"Question: Tell me about yourself professionally. Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. Also, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. In addition, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently. At the same time, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. At the same time, I break complex questions into smaller parts and build the answer in a transparent sequence. More specifically, I wrote the core API integration, tested edge cases, and supported the first release into production.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. More specifically, Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. Also, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
Question: How do you think through a difficult problem? Answer: I try to make my conclusions traceable so someone else can follow the logic.,0,1,0,0,0,thinking,synthetic_combo
"Question: How would you describe the way you work? Answer: I stay organized and disciplined, and when facing a difficult decision I compare alternatives before choosing a direction.",1,1,0,0,0,personality+thinking,personality_thinking_hybrid
"Question: How would you describe your professional profile? Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. In practice, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: Tell me what you actually built or executed. Answer: I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself.",0,0,1,0,0,abilities,synthetic_combo
I do not have much to add.,0,0,0,0,1,none,synthetic_combo
Question: What does your reasoning process look like? Answer: I try to make my conclusions traceable so someone else can follow the logic. The details depended on the context and team needs.,0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about your professional experience. Answer: The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",0,0,0,1,0,experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I like predictable processes and proven methods more than risky experiments. More specifically, Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. At the same time, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. More specifically, I break complex questions into smaller parts and build the answer in a transparent sequence.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I am dependable, detail-oriented, and usually create order when things are messy. In addition, I usually go deeper than the first answer and ask what could break and what assumptions are hidden.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: What have you done in practice? Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
"Question: Tell me about your professional experience. Answer: I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,0,1,0,experience,synthetic_combo
Question: What does your reasoning process look like? Answer: I usually go deeper than the first answer and ask what could break and what assumptions are hidden. Not every part of the work was equally difficult.,0,1,0,0,0,thinking,synthetic_combo
Nothing specific comes to mind right now.,0,0,0,0,1,none,synthetic_combo
Question: What does your reasoning process look like? Answer: I usually go deeper than the first answer and ask what could break and what assumptions are hidden.,0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. On top of that, First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. Also, I wrote the core API integration, tested edge cases, and supported the first release into production. In practice, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
Question: Describe something concrete you implemented. Answer: I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes.,0,0,1,0,0,abilities,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I support teammates, listen to different perspectives, and look for harmony in group settings. In practice, I break complex questions into smaller parts and build the answer in a transparent sequence.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: How would you describe your professional profile? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. In practice, I automated a manual reconciliation process and cut repetitive work for the operations team.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: Describe something concrete you implemented. Answer: I wrote the core API integration, tested edge cases, and supported the first release into production.",0,0,1,0,0,abilities,synthetic_combo
"Question: Describe something concrete you implemented. Answer: I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs.",0,0,1,0,0,abilities,synthetic_combo
"Question: How do you work on difficult tasks? Answer: First I break the problem into smaller parts, compare implementation options, and then build the solution step by step.",0,1,1,0,0,thinking+abilities,thinking_abilities_hybrid
"Question: Describe the scale and responsibility of your previous work. Answer: The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements.",0,0,0,1,0,experience,synthetic_combo
I would need more context to answer properly.,0,0,0,0,1,none,synthetic_combo
Question: What does your reasoning process look like? Answer: I try to make my conclusions traceable so someone else can follow the logic.,0,1,0,0,0,thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. At the same time, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. Also, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. In practice, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,0,0,1,0,experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. In addition, I like to structure my thinking in steps so the logic is explicit and easy to verify. More specifically, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: What kind of person are you at work? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work.",1,0,0,0,0,personality,synthetic_combo
"Question: How would you describe your professional profile? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. On top of that, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. In practice, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up. The details depended on the context and team needs.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. More specifically, My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. Also, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. In practice, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. Also, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,0,0,1,0,experience,synthetic_combo
Question: How do you approach complex decisions? Answer: I usually go deeper than the first answer and ask what could break and what assumptions are hidden.,0,1,0,0,0,thinking,synthetic_combo
"Question: How do you think through a difficult problem? Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options.",0,1,0,0,0,thinking,synthetic_combo
"Question: How would you describe your professional profile? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. Also, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",0,1,0,1,0,thinking+experience,synthetic_combo
Question: What have you done in practice? Answer: I automated a manual reconciliation process and cut repetitive work for the operations team.,0,0,1,0,0,abilities,synthetic_combo
"Question: Tell me about your professional experience. Answer: I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",0,0,0,1,0,experience,synthetic_combo
Question: How do you approach complex decisions? Answer: I try to make my conclusions traceable so someone else can follow the logic.,0,1,0,0,0,thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. On top of that, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. More specifically, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. At the same time, I try to make my conclusions traceable so someone else can follow the logic. In practice, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I try to make my conclusions traceable so someone else can follow the logic. On top of that, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I usually go deeper than the first answer and ask what could break and what assumptions are hidden. More specifically, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. More specifically, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. Also, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I like predictable processes and proven methods more than risky experiments. In addition, I like to structure my thinking in steps so the logic is explicit and easy to verify. On top of that, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. In practice, I handled a production issue in a system with several services and dependencies that affected real users and business operations.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. More specifically, When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. I do not remember every detail, but the main pattern was clear.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Describe something concrete you implemented. Answer: I wrote the core API integration, tested edge cases, and supported the first release into production.",0,0,1,0,0,abilities,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. On top of that, I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. In practice, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery. Not every part of the work was equally difficult.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: What kind of person are you at work? Answer: I am dependable, detail-oriented, and usually create order when things are messy.",1,0,0,0,0,personality,synthetic_combo
"Question: How do you approach complex decisions? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one.",0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. At the same time, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints. Some parts were unclear at first, but I worked through them systematically.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. Also, I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. In practice, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery. Not every part of the work was equally difficult.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: What does your reasoning process look like? Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options.",0,1,0,0,0,thinking,synthetic_combo
"Question: What kind of person are you at work? Answer: I support teammates, listen to different perspectives, and look for harmony in group settings.",1,0,0,0,0,personality,synthetic_combo
"Question: How would you describe your professional profile? Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week. At the same time, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I am very organized and dependable, and I usually turn unclear tasks into structured execution plans and practical deliverables.",1,0,1,0,0,personality+abilities,personality_abilities_hybrid
Question: What does your reasoning process look like? Answer: I break complex questions into smaller parts and build the answer in a transparent sequence.,0,1,0,0,0,thinking,synthetic_combo
"Question: How would you describe your professional profile? Answer: I am dependable, detail-oriented, and usually create order when things are messy. At the same time, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. At the same time, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward. Also, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. In addition, My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. On top of that, I automated a manual reconciliation process and cut repetitive work for the operations team. In practice, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. In addition, I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow.",1,1,0,0,0,personality+thinking,synthetic_combo
Question: How do you usually behave in team settings? Answer: I like predictable processes and proven methods more than risky experiments. The details depended on the context and team needs.,1,0,0,0,0,personality,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I am highly organized, I think in a structured way, I built production tools using SQL and Python, and I worked across teams on complex real-world systems.",1,1,1,1,0,personality+thinking+abilities+experience,all_four_hybrid
"Question: How do you approach complex decisions? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples.",0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I feel energized by working with people, leading conversations, and building connections across teams. At the same time, I usually go deeper than the first answer and ask what could break and what assumptions are hidden. Also, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved.",1,0,0,0,0,personality,synthetic_combo
Question: What have you done in practice? Answer: I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.,0,0,1,0,0,abilities,synthetic_combo
Question: What kind of person are you at work? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily.,1,0,0,0,0,personality,synthetic_combo
"Question: What kind of person are you at work? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work.",1,0,0,0,0,personality,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I support teammates, listen to different perspectives, and look for harmony in group settings. In practice, When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. More specifically, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
Question: Tell me about your professional experience. Answer: I handled a production issue in a system with several services and dependencies that affected real users and business operations.,0,0,0,1,0,experience,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",0,0,0,1,0,experience,synthetic_combo
Question: Tell me what you actually built or executed. Answer: I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. The details depended on the context and team needs.,0,0,1,0,0,abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I built an internal dashboard using SQL and Python, and later maintained it in a production workflow used by the operations team.",0,0,1,1,0,abilities+experience,abilities_experience_hybrid
